0,0.0
2,-10.0
4,-10.0
6,-10.0
8,-10.0
10,-10.0
12,-10.0
14,-10.0
16,-10.0
18,-10.0
20,-10.0
22,-10.0
24,-10.0
26,-10.0
28,-10.0
30,-10.0
32,-10.0
34,-10.0
36,-10.0
38,-10.0
40,-10.0
42,-10.0
44,-10.0
46,-10.0
48,-10.0
50,-10.0
52,-10.0
54,-10.0
56,-10.0
58,-10.0
60,-10.0
62,90.0
64,90.0
66,-10.0
68,-10.0
70,-10.0
72,90.0
74,-10.0
76,-10.0
78,90.0
80,-10.0
82,-10.0
84,-10.0
86,-10.0
88,0.0
90,-10.0
92,-10.0
94,-10.0
96,-10.0
98,-10.0
100,-10.0
102,0.0
104,-10.0
106,-10.0
108,-10.0
110,-10.0
112,-10.0
114,-10.0
116,-10.0
118,-10.0
120,-10.0
122,-10.0
124,-10.0
126,-10.0
128,90.0
130,-10.0
132,-10.0
134,-10.0
136,-10.0
138,-10.0
140,90.0
142,-10.0
144,90.0
146,-10.0
148,-10.0
150,0.0
152,0.0
154,-10.0
156,90.0
158,-10.0
160,-10.0
162,-10.0
164,90.0
166,-10.0
168,-10.0
170,-10.0
172,-10.0
174,-10.0
176,-10.0
178,-10.0
180,-10.0
182,-10.0
184,-10.0
186,90.0
188,-10.0
190,-10.0
192,-10.0
194,-10.0
196,90.0
198,200.0
200,100.0
202,190.0
204,-10.0
206,-10.0
208,-10.0
210,-10.0
212,-10.0
214,-10.0
216,90.0
218,100.0
220,190.0
222,-10.0
224,-10.0
226,0.0
228,0.0
230,100.0
232,90.0
234,-10.0
236,0.0
238,0.0
240,0.0
242,100.0
244,-10.0
246,100.0
248,-10.0
250,100.0
252,-10.0
254,90.0
256,-10.0
258,-10.0
260,100.0
262,-10.0
264,0.0
266,-10.0
268,-10.0
270,-10.0
272,300.0
274,-10.0
276,-10.0
278,-10.0
280,0.0
282,100.0
284,-10.0
286,-10.0
288,100.0
290,-10.0
292,-10.0
294,0.0
296,-10.0
298,-10.0
300,-10.0
302,0.0
304,-10.0
306,-10.0
308,-10.0
310,0.0
312,-10.0
314,0.0
316,-10.0
318,-10.0
320,0.0
322,-10.0
324,-10.0
326,-10.0
328,-10.0
330,0.0
332,-10.0
334,0.0
336,0.0
338,90.0
340,-10.0
342,90.0
344,-10.0
346,-10.0
348,100.0
350,-10.0
352,-10.0
354,-10.0
356,0.0
358,100.0
360,-10.0
362,-10.0
364,-10.0
366,-10.0
368,-10.0
370,0.0
372,0.0
374,90.0
376,100.0
378,0.0
380,190.0
382,0.0
384,0.0
386,190.0
388,0.0
390,0.0
392,100.0
394,-10.0
396,-10.0
398,0.0
400,-10.0
402,-10.0
404,-10.0
406,-10.0
408,90.0
410,0.0
412,100.0
414,-10.0
416,90.0
418,-10.0
